Формат,Brand,SKU,Категория,Месяц,Кол-во уп,Сумма,Кол-во магазинов
HM,ZHSX,MGNUC50488,Зубная паста,52,39,4150.27,7
HM,ZHSX,MGNUC50488,Зубная паста,53,77,10356.91,9
HM,ZHSX,MGNUC50488,Зубная паста,54,37,6394.469999999998,7
HM,ZHSX,SAAGZ12593,Зубные щетки,5,776,128359.66,88
HM,ZHSX,SAAGZ12593,Зубные щетки,6,788,129344.16,82
HM,ZHSX,SAAGZ12593,Зубные щетки,7,937,150927.12000000002,87
HM,ZHSX,SAAGZ12593,Зубные щетки,8,993,161020.11,88
HM,ZHSX,SAAGZ12593,Зубные щетки,9,1043,168983.88999999996,86
HM,ZHSX,SAAGZ12593,Зубные щетки,10,2501,343510.9,89
HM,ZHSX,SAAGZ12593,Зубные щетки,11,875,141486.63,86
HM,ZHSX,SAAGZ12593,Зубные щетки,12,952,153891.53000000006,90
HM,ZHSX,SAAGZ12593,Зубные щетки,13,1015,164083.29,87
HM,ZHSX,SAAGZ12593,Зубные щетки,14,850,136967.90999999995,87
HM,ZHSX,SAAGZ12593,Зубные щетки,15,917,147345.38999999998,86
HM,ZHSX,SAAGZ12593,Зубные щетки,16,923,148407.43,86
HM,ZHSX,SAAGZ12593,Зубные щетки,17,956,153705.80000000005,87
HM,ZHSX,SAAGZ12593,Зубные щетки,18,1066,170772.26000000007,90
HM,ZHSX,SAAGZ12593,Зубные щетки,19,1103,178395.77000000005,88
HM,ZHSX,SAAGZ12593,Зубные щетки,20,1146,184327.29000000004,87
HM,ZHSX,SAAGZ12593,Зубные щетки,21,1079,174496.99,89
HM,ZHSX,SAAGZ12593,Зубные щетки,22,2597,353128.89,91
HM,ZHSX,SAAGZ12593,Зубные щетки,24,948,163141.59,89
HM,ZHSX,SAAGZ12593,Зубные щетки,25,749,139306.80000000002,89
HM,ZHSX,SAAGZ12593,Зубные щетки,26,459,92357.1,82
HM,ZHSX,SAAGZ12593,Зубные щетки,27,427,90236.56000000004,73
HM,ZHSX,SAAGZ12593,Зубные щетки,28,357,76554.92,68
HM,ZHSX,SAAGZ12593,Зубные щетки,29,527,107055.52999999998,83
HM,ZHSX,SAAGZ12593,Зубные щетки,30,1117,211562.04,92
HM,ZHSX,SAAGZ12593,Зубные щетки,31,633,123016.53,83
HM,ZHSX,SAAGZ12593,Зубные щетки,32,862,163588.96,77
HM,ZHSX,SAAGZ12593,Зубные щетки,33,656,111912.27999999998,79
HM,ZHSX,SAAGZ12593,Зубные щетки,34,455,83712.85,74
HM,ZHSX,SAAGZ12593,Зубные щетки,35,1380,247462.81,83
HM,ZHSX,SAAGZ12593,Зубные щетки,36,619,120800.63999999998,79
HM,ZHSX,SAAGZ12593,Зубные щетки,37,469,96141.13,78
HM,ZHSX,SAAGZ12593,Зубные щетки,38,306,63617.33,77
HM,ZHSX,SAAGZ12593,Зубные щетки,39,365,75017.15999999999,75
HM,ZHSX,SAAGZ12593,Зубные щетки,40,360,68767.11,71
HM,ZHSX,SAAGZ12593,Зубные щетки,41,346,61166.54000000002,68
HM,ZHSX,SAAGZ12593,Зубные щетки,42,488,77473.68,64
HM,ZHSX,SAAGZ12593,Зубные щетки,43,512,64191.88000000001,55
HM,ZHSX,SAAGZ12593,Зубные щетки,44,530,56109.31,40
HM,ZHSX,SAAGZ12593,Зубные щетки,45,204,20969.91,27
HM,ZHSX,SAAGZ12593,Зубные щетки,46,128,14905.97,23
HM,ZHSX,SAAGZ12593,Зубные щетки,47,96,10541.97,14
HM,ZHSX,SAAGZ12593,Зубные щетки,48,49,4153.940000000001,10
HM,ZHSX,SAAGZ12593,Зубные щетки,49,29,2833.5600000000004,8
HM,ZHSX,SAAGZ12593,Зубные щетки,50,27,2667.85,3
HM,ZHSX,SAAGZ12593,Зубные щетки,51,7,706.08,4
HM,ZHSX,SAAGZ12593,Зубные щетки,52,14,1218.08,3
HM,ZHSX,SAAGZ12593,Зубные щетки,53,2,299.97,2
HM,ZHSX,SAAGZ12593,Зубные щетки,54,2,299.98,1
HM,BVZJ,GVYFV74964,Зубная паста,38,2,449.07000000000005,2
HM,BVZJ,GVYFV74964,Зубная паста,39,39,8994.07,26
HM,BVZJ,GVYFV74964,Зубная паста,40,62,13951.8,31
HM,BVZJ,GVYFV74964,Зубная паста,41,303,51043.24,68
HM,BVZJ,GVYFV74964,Зубная паста,42,433,68508.34999999999,75
HM,BVZJ,GVYFV74964,Зубная паста,43,348,56762.04,76
HM,BVZJ,GVYFV74964,Зубная паста,44,591,92147.34000000004,82
HM,BVZJ,GVYFV74964,Зубная паста,45,411,50461.96000000001,74
HM,BVZJ,GVYFV74964,Зубная паста,46,339,41779.42000000001,72
HM,BVZJ,GVYFV74964,Зубная паста,47,700,85774.16000000003,81
HM,BVZJ,GVYFV74964,Зубная паста,48,562,62613.30000000001,73
HM,BVZJ,GVYFV74964,Зубная паста,49,525,47005.72,59
HM,BVZJ,GVYFV74964,Зубная паста,50,522,61785.95,66
HM,BVZJ,GVYFV74964,Зубная паста,51,467,54019.43,60
HM,BVZJ,GVYFV74964,Зубная паста,52,221,23727.83000000001,34
HM,BVZJ,GVYFV74964,Зубная паста,53,314,31618.53,38
HM,BVZJ,GVYFV74964,Зубная паста,54,304,27180.90000000001,31
HM,BVZJ,FYXSA29513,Зубная паста,38,2,467.97,2
HM,BVZJ,FYXSA29513,Зубная паста,39,36,8279.869999999999,23
HM,BVZJ,FYXSA29513,Зубная паста,40,42,9312.62,26
HM,BVZJ,FYXSA29513,Зубная паста,41,226,37576.610000000015,58
HM,BVZJ,FYXSA29513,Зубная паста,42,304,47743.93,74
HM,BVZJ,FYXSA29513,Зубная паста,43,275,43742.32999999999,66
HM,BVZJ,FYXSA29513,Зубная паста,44,518,77611.69000000003,78
HM,BVZJ,FYXSA29513,Зубная паста,45,420,36767.23000000002,57
HM,BVZJ,FYXSA29513,Зубная паста,46,297,31639.080000000016,60
HM,BVZJ,FYXSA29513,Зубная паста,47,651,78374.21999999999,78
HM,BVZJ,FYXSA29513,Зубная паста,48,742,69884.96,67
HM,BVZJ,FYXSA29513,Зубная паста,49,857,65720.43000000001,62
HM,BVZJ,FYXSA29513,Зубная паста,50,701,74892.73000000001,68
HM,BVZJ,FYXSA29513,Зубная паста,51,640,72723.87000000001,62
HM,BVZJ,FYXSA29513,Зубная паста,52,348,31895.870000000024,38
HM,BVZJ,FYXSA29513,Зубная паста,53,656,60566.88999999999,45
HM,BVZJ,FYXSA29513,Зубная паста,54,531,50307.27999999998,41
HM,BVZJ,NSVNN21159,Зубная паста,38,2,467.92,2
HM,BVZJ,NSVNN21159,Зубная паста,39,19,4308.28,12
HM,BVZJ,NSVNN21159,Зубная паста,40,32,7100.960000000003,19
HM,BVZJ,NSVNN21159,Зубная паста,41,211,34963.19000000002,55
HM,BVZJ,NSVNN21159,Зубная паста,42,263,41320.87,68
HM,BVZJ,NSVNN21159,Зубная паста,43,206,32989.23,66
HM,BVZJ,NSVNN21159,Зубная паста,44,471,70593.69000000003,74
HM,BVZJ,NSVNN21159,Зубная паста,45,394,32209.650000000016,56
HM,BVZJ,NSVNN21159,Зубная паста,46,246,28731.85000000001,53
HM,BVZJ,NSVNN21159,Зубная паста,47,592,72075.72,74
HM,BVZJ,NSVNN21159,Зубная паста,48,729,66250.73999999999,64
HM,BVZJ,NSVNN21159,Зубная паста,49,782,60409.62999999997,54
HM,BVZJ,NSVNN21159,Зубная паста,50,599,67307.76999999997,67
HM,BVZJ,NSVNN21159,Зубная паста,51,714,78576.41,62
HM,BVZJ,NSVNN21159,Зубная паста,52,306,27198.82,33
HM,BVZJ,NSVNN21159,Зубная паста,53,597,57420.84999999999,42
HM,BVZJ,NSVNN21159,Зубная паста,54,479,45281.3,39
HM,BVZJ,RUUBE98348,Зубная паста,38,3,701.63,3
HM,BVZJ,RUUBE98348,Зубная паста,39,26,5976.380000000001,20
HM,BVZJ,RUUBE98348,Зубная паста,40,28,6047.27,15
HM,BVZJ,RUUBE98348,Зубная паста,41,230,38158.779999999984,56
HM,BVZJ,RUUBE98348,Зубная паста,42,434,55216.05999999999,73
HM,BVZJ,RUUBE98348,Зубная паста,43,226,34792.040000000015,64
HM,BVZJ,RUUBE98348,Зубная паста,44,435,63456.36000000001,79
HM,BVZJ,RUUBE98348,Зубная паста,45,478,43308.080000000016,64
HM,BVZJ,RUUBE98348,Зубная паста,46,304,31795.87,49
HM,BVZJ,RUUBE98348,Зубная паста,47,631,76404.37000000002,84
HM,BVZJ,RUUBE98348,Зубная паста,48,758,77021.00000000001,71
HM,BVZJ,RUUBE98348,Зубная паста,49,1023,83373.90999999999,57
HM,BVZJ,RUUBE98348,Зубная паста,50,700,80286.66,70
HM,BVZJ,RUUBE98348,Зубная паста,51,616,69946.47999999995,62
HM,BVZJ,RUUBE98348,Зубная паста,52,247,26727.65000000001,40
HM,BVZJ,RUUBE98348,Зубная паста,53,483,46038.10999999999,42
HM,BVZJ,RUUBE98348,Зубная паста,54,418,39158.84000000002,31
HM,BVZJ,AKSES50132,Зубная паста,38,1,233.98,1
HM,BVZJ,AKSES50132,Зубная паста,39,17,3818.89,11
HM,BVZJ,AKSES50132,Зубная паста,40,35,7519.039999999997,22
HM,BVZJ,AKSES50132,Зубная паста,41,205,34611.68,59
HM,BVZJ,AKSES50132,Зубная паста,42,229,35372.390000000014,66
HM,BVZJ,AKSES50132,Зубная паста,43,223,35520.48999999998,64
HM,BVZJ,AKSES50132,Зубная паста,44,425,62890.21999999999,82
HM,BVZJ,AKSES50132,Зубная паста,45,318,27743.13,51
HM,BVZJ,AKSES50132,Зубная паста,46,252,26982.42000000001,58
HM,BVZJ,AKSES50132,Зубная паста,47,542,64171.92000000001,72
HM,BVZJ,AKSES50132,Зубная паста,48,669,61097.270000000026,68
HM,BVZJ,AKSES50132,Зубная паста,49,685,54695.95,57
HM,BVZJ,AKSES50132,Зубная паста,50,608,66099.89,66
HM,BVZJ,AKSES50132,Зубная паста,51,582,67313.45999999999,65
HM,BVZJ,AKSES50132,Зубная паста,52,317,31314.540000000015,41
HM,BVZJ,AKSES50132,Зубная паста,53,426,42700.22,42
HM,BVZJ,AKSES50132,Зубная паста,54,391,36255.150000000016,35
HM,BVZJ,GINXN80425,Зубная паста,38,3,701.95,3
HM,BVZJ,GINXN80425,Зубная паста,39,30,6955.99,18
HM,BVZJ,GINXN80425,Зубная паста,40,32,6722.5099999999975,18
HM,BVZJ,GINXN80425,Зубная паста,41,193,32244.890000000007,55
HM,BVZJ,GINXN80425,Зубная паста,42,314,49083.60000000001,71
HM,BVZJ,GINXN80425,Зубная паста,43,239,38080.70000000001,69
HM,BVZJ,GINXN80425,Зубная паста,44,456,70837.83000000003,81
HM,BVZJ,GINXN80425,Зубная паста,45,474,41252.49000000001,57
HM,BVZJ,GINXN80425,Зубная паста,46,312,33707.400000000016,61
HM,BVZJ,GINXN80425,Зубная паста,47,674,81784.81999999999,78
HM,BVZJ,GINXN80425,Зубная паста,48,798,74712.38999999997,65
HM,BVZJ,GINXN80425,Зубная паста,49,840,63564.34999999999,54
HM,BVZJ,GINXN80425,Зубная паста,50,716,77267.94,68
HM,BVZJ,GINXN80425,Зубная паста,51,648,73653.76000000004,64
HM,BVZJ,GINXN80425,Зубная паста,52,349,29222.980000000003,37
HM,BVZJ,GINXN80425,Зубная паста,53,627,62877.169999999984,42
HM,BVZJ,GINXN80425,Зубная паста,54,415,38329.78000000001,37
HM,BVZJ,VSZBB00809,Зубная паста,38,7,1629.75,6
HM,BVZJ,VSZBB00809,Зубная паста,39,23,5379.039999999999,14
HM,BVZJ,VSZBB00809,Зубная паста,40,39,8872.38,21
HM,BVZJ,VSZBB00809,Зубная паста,41,310,51761.88,67
HM,BVZJ,VSZBB00809,Зубная паста,42,443,70004.1,77
HM,BVZJ,VSZBB00809,Зубная паста,43,245,39024.71,68
HM,BVZJ,VSZBB00809,Зубная паста,44,596,90613.82000000002,80
HM,BVZJ,VSZBB00809,Зубная паста,45,506,46152.98,59
HM,BVZJ,VSZBB00809,Зубная паста,46,339,38235.65,55
HM,BVZJ,VSZBB00809,Зубная паста,47,696,84684.01000000001,83
HM,BVZJ,VSZBB00809,Зубная паста,48,793,78350.50999999997,72
HM,BVZJ,VSZBB00809,Зубная паста,49,781,63599.34,59
HM,BVZJ,VSZBB00809,Зубная паста,50,666,73813.56999999999,70
HM,BVZJ,VSZBB00809,Зубная паста,51,645,75456.06,66
HM,BVZJ,VSZBB00809,Зубная паста,52,333,34893.389999999985,42
HM,BVZJ,VSZBB00809,Зубная паста,53,705,67292.92999999996,44
HM,BVZJ,VSZBB00809,Зубная паста,54,451,42713.999999999985,36
HM,YXEX,QMXOZ7807,Зубная паста,5,2563,476784.00000000006,88
HM,YXEX,QMXOZ7807,Зубная паста,6,2524,468206.82000000007,89
HM,YXEX,QMXOZ7807,Зубная паста,7,3029,547880.65,89
HM,YXEX,QMXOZ7807,Зубная паста,8,3035,554518.74,90
HM,YXEX,QMXOZ7807,Зубная паста,9,2821,525530.08,88
HM,YXEX,QMXOZ7807,Зубная паста,10,2837,569398.61,89
HM,YXEX,QMXOZ7807,Зубная паста,11,7781,1237515.7599999998,91
HM,YXEX,QMXOZ7807,Зубная паста,12,2919,579122.7100000001,89
HM,YXEX,QMXOZ7807,Зубная паста,13,6238,1041680.39,91
HM,YXEX,QMXOZ7807,Зубная паста,14,4639,772631.3099999998,91
HM,YXEX,QMXOZ7807,Зубная паста,15,2948,581135.51,89
HM,YXEX,QMXOZ7807,Зубная паста,16,5954,995976.9800000002,91
HM,YXEX,QMXOZ7807,Зубная паста,17,2833,557045.2000000002,94
HM,YXEX,QMXOZ7807,Зубная паста,18,2420,472818.32,91
HM,YXEX,QMXOZ7807,Зубная паста,19,2859,563868.2699999999,90
HM,YXEX,QMXOZ7807,Зубная паста,20,2829,538754.49,86
HM,YXEX,QMXOZ7807,Зубная паста,21,8162,1192668.3400000005,94
HM,YXEX,QMXOZ7807,Зубная паста,22,2850,548672.1899999997,91
HM,YXEX,QMXOZ7807,Зубная паста,24,3430,663840.34,93
HM,YXEX,QMXOZ7807,Зубная паста,25,2940,565445.8200000001,93
HM,YXEX,QMXOZ7807,Зубная паста,26,2796,554399.5700000001,92
HM,YXEX,QMXOZ7807,Зубная паста,27,3386,660242.71,96
HM,YXEX,QMXOZ7807,Зубная паста,28,10764,1426999.03,96
HM,YXEX,QMXOZ7807,Зубная паста,29,3178,602666.41,95
HM,YXEX,QMXOZ7807,Зубная паста,30,3581,673736.3200000002,94
HM,YXEX,QMXOZ7807,Зубная паста,31,2166,405156.87,86
HM,YXEX,QMXOZ7807,Зубная паста,32,1039,189668.47,84
HM,YXEX,QMXOZ7807,Зубная паста,33,3667,663983.4299999999,91
HM,YXEX,QMXOZ7807,Зубная паста,34,3223,621776.4199999999,89
HM,YXEX,QMXOZ7807,Зубная паста,35,2293,493889.96000000025,90
HM,YXEX,QMXOZ7807,Зубная паста,36,2192,494900.7900000001,94
HM,YXEX,QMXOZ7807,Зубная паста,37,1966,434835.79,92
HM,YXEX,QMXOZ7807,Зубная паста,38,1806,410680.57,92
HM,YXEX,QMXOZ7807,Зубная паста,39,2016,446364.4800000001,90
HM,YXEX,QMXOZ7807,Зубная паста,40,2124,473343.9900000001,91
HM,YXEX,QMXOZ7807,Зубная паста,41,9157,1421282.11,91
HM,YXEX,QMXOZ7807,Зубная паста,42,1600,357758.6099999999,86
HM,YXEX,QMXOZ7807,Зубная паста,43,1722,392549.36999999994,90
HM,YXEX,QMXOZ7807,Зубная паста,44,1666,383800.6599999999,90
HM,YXEX,QMXOZ7807,Зубная паста,45,1771,406731.65,92
HM,YXEX,QMXOZ7807,Зубная паста,46,4247,834429.3100000002,91
HM,YXEX,QMXOZ7807,Зубная паста,47,4369,811364.35,91
HM,YXEX,QMXOZ7807,Зубная паста,48,1429,314712.4500000001,90
HM,YXEX,QMXOZ7807,Зубная паста,49,1554,333782.52,85
HM,YXEX,QMXOZ7807,Зубная паста,50,1752,389145.7700000001,75
HM,YXEX,QMXOZ7807,Зубная паста,51,1831,413749.93999999994,72
HM,YXEX,QMXOZ7807,Зубная паста,52,4444,728426.1500000003,72
HM,YXEX,QMXOZ7807,Зубная паста,53,4589,711330.4800000002,68
HM,YXEX,QMXOZ7807,Зубная паста,54,909,229848.26999999987,59
HM,YXEX,ODVEZ369,Зубная паста,5,923,170876.57,87
HM,YXEX,ODVEZ369,Зубная паста,6,855,157930.02,89
HM,YXEX,ODVEZ369,Зубная паста,7,964,173887.13,89
HM,YXEX,ODVEZ369,Зубная паста,8,879,161084.33000000002,88
HM,YXEX,ODVEZ369,Зубная паста,9,764,142472.15,83
HM,YXEX,ODVEZ369,Зубная паста,10,817,163937.41,85
HM,YXEX,ODVEZ369,Зубная паста,11,3603,556869.2000000001,91
HM,YXEX,ODVEZ369,Зубная паста,12,710,139193.73,86
HM,YXEX,ODVEZ369,Зубная паста,13,2158,348132.05,91
HM,YXEX,ODVEZ369,Зубная паста,14,2601,410462.17,91
HM,YXEX,ODVEZ369,Зубная паста,15,768,149041.81,89
HM,YXEX,ODVEZ369,Зубная паста,16,2909,475180.1100000001,90
HM,YXEX,ODVEZ369,Зубная паста,17,608,119421.94,89
HM,YXEX,ODVEZ369,Зубная паста,18,503,98374.42,84
HM,YXEX,ODVEZ369,Зубная паста,19,702,137597.80000000002,90
HM,YXEX,ODVEZ369,Зубная паста,20,649,123783.16000000002,89
HM,YXEX,ODVEZ369,Зубная паста,21,3784,543063.9199999999,92
HM,YXEX,ODVEZ369,Зубная паста,22,708,136600.83000000002,84
HM,YXEX,ODVEZ369,Зубная паста,24,670,129238.91,88
HM,YXEX,ODVEZ369,Зубная паста,25,2281,304499.8100000001,90
HM,YXEX,ODVEZ369,Зубная паста,26,261,33564.43,21
HM,YXEX,ODVEZ369,Зубная паста,27,347,42628.34,19
HM,YXEX,ODVEZ369,Зубная паста,28,29,3557.120000000001,2
HM,YXEX,ODVEZ369,Зубная паста,30,1,32.38,1
HM,YXEX,ODVEZ369,Зубная паста,38,3,806.99,1
HM,YXEX,ODVEZ369,Зубная паста,39,1,8.89,1
HM,YXEX,ODVEZ369,Зубная паста,42,2,137.89,2
HM,YXEX,ODVEZ369,Зубная паста,43,1,129.0,1
HM,YXEX,ODVEZ369,Зубная паста,44,5,637.11,4
HM,YXEX,ODVEZ369,Зубная паста,45,2,51.86,2
HM,YXEX,ODVEZ369,Зубная паста,47,1,58.22,1
HM,YXEX,DMPQC1589,Зубная паста,5,2407,340054.4,89
HM,YXEX,DMPQC1589,Зубная паста,6,2194,310289.03,89
HM,YXEX,DMPQC1589,Зубная паста,7,2440,336551.73,90
HM,YXEX,DMPQC1589,Зубная паста,8,2528,349529.80000000005,91
HM,YXEX,DMPQC1589,Зубная паста,9,2054,293056.89,90
HM,YXEX,DMPQC1589,Зубная паста,10,1726,286065.30000000005,90
HM,YXEX,DMPQC1589,Зубная паста,11,1494,246829.54000000004,90
HM,YXEX,DMPQC1589,Зубная паста,12,1716,282985.95,90
HM,YXEX,DMPQC1589,Зубная паста,13,1482,244556.47000000012,91
HM,YXEX,DMPQC1589,Зубная паста,14,1522,248777.0,91
HM,YXEX,DMPQC1589,Зубная паста,15,1651,270893.91,89
HM,YXEX,DMPQC1589,Зубная паста,16,1362,221537.68,89
HM,YXEX,DMPQC1589,Зубная паста,17,1610,261377.55,93
HM,YXEX,DMPQC1589,Зубная паста,18,1016,165260.46,90
HM,YXEX,DMPQC1589,Зубная паста,19,1491,242633.12,90
HM,YXEX,DMPQC1589,Зубная паста,20,1316,208124.15000000005,90
HM,YXEX,DMPQC1589,Зубная паста,21,1234,201090.43,93
HM,YXEX,DMPQC1589,Зубная паста,22,1416,227465.22,91
HM,YXEX,DMPQC1589,Зубная паста,24,1574,253162.33,93
HM,YXEX,DMPQC1589,Зубная паста,25,1420,228105.94,93
HM,YXEX,DMPQC1589,Зубная паста,26,1469,239459.05,92
HM,YXEX,DMPQC1589,Зубная паста,27,1950,304180.44999999995,95
HM,YXEX,DMPQC1589,Зубная паста,28,1546,242773.54000000012,95
HM,YXEX,DMPQC1589,Зубная паста,29,1658,258710.87,94
HM,YXEX,DMPQC1589,Зубная паста,30,1595,248597.18,89
HM,YXEX,DMPQC1589,Зубная паста,31,1579,245005.74,91
HM,YXEX,DMPQC1589,Зубная паста,32,1113,169768.79,81
HM,YXEX,DMPQC1589,Зубная паста,33,1869,277096.78,85
HM,YXEX,DMPQC1589,Зубная паста,34,1550,240942.32000000004,79
HM,YXEX,DMPQC1589,Зубная паста,35,1369,219866.23,75
HM,YXEX,DMPQC1589,Зубная паста,36,1274,211653.24,89
HM,YXEX,DMPQC1589,Зубная паста,37,1494,241874.29,90
HM,YXEX,DMPQC1589,Зубная паста,38,1222,198401.51,89
HM,YXEX,DMPQC1589,Зубная паста,39,1336,215106.62000000005,89
HM,YXEX,DMPQC1589,Зубная паста,40,1280,209671.7400000001,88
HM,YXEX,DMPQC1589,Зубная паста,41,875,151121.23000000007,87
HM,YXEX,DMPQC1589,Зубная паста,42,985,167342.02000000008,87
HM,YXEX,DMPQC1589,Зубная паста,43,956,162219.49999999994,89
HM,YXEX,DMPQC1589,Зубная паста,44,798,136326.27,89
HM,YXEX,DMPQC1589,Зубная паста,45,835,140480.48000000007,89
HM,YXEX,DMPQC1589,Зубная паста,46,756,125918.7,88
HM,YXEX,DMPQC1589,Зубная паста,47,771,105451.31,80
HM,YXEX,DMPQC1589,Зубная паста,48,481,80656.50999999997,78
HM,YXEX,DMPQC1589,Зубная паста,49,638,114377.16,75
HM,YXEX,DMPQC1589,Зубная паста,50,793,142724.76,72
HM,YXEX,DMPQC1589,Зубная паста,51,885,160464.17999999993,72
HM,YXEX,DMPQC1589,Зубная паста,52,594,108739.63,70
HM,YXEX,DMPQC1589,Зубная паста,53,570,91795.31,63
HM,YXEX,DMPQC1589,Зубная паста,54,387,79735.92,61
HM,YXEX,PUMLA12411,Зубная паста,5,1003,141261.26,89
HM,YXEX,PUMLA12411,Зубная паста,6,869,123027.11,89
HM,YXEX,PUMLA12411,Зубная паста,7,966,132952.14,90
HM,YXEX,PUMLA12411,Зубная паста,8,1107,153381.41,90
HM,YXEX,PUMLA12411,Зубная паста,9,867,123211.99,90
HM,YXEX,PUMLA12411,Зубная паста,10,715,117521.93,87
HM,YXEX,PUMLA12411,Зубная паста,11,545,89904.36,83
HM,YXEX,PUMLA12411,Зубная паста,12,582,95876.05999999998,86
HM,YXEX,PUMLA12411,Зубная паста,13,577,91820.74,88
HM,YXEX,PUMLA12411,Зубная паста,14,582,93192.65,87
HM,YXEX,PUMLA12411,Зубная паста,15,719,110853.55,85
HM,YXEX,PUMLA12411,Зубная паста,16,622,101070.88999999998,82
HM,YXEX,PUMLA12411,Зубная паста,17,687,111658.52999999998,93
HM,YXEX,PUMLA12411,Зубная паста,18,3283,436992.44,93
HM,YXEX,PUMLA12411,Зубная паста,19,863,135341.12000000002,88
HM,YXEX,PUMLA12411,Зубная паста,20,613,95989.91,87
HM,YXEX,PUMLA12411,Зубная паста,21,536,83771.24000000003,85
HM,YXEX,PUMLA12411,Зубная паста,22,657,102719.24000000002,86
HM,YXEX,PUMLA12411,Зубная паста,24,639,102320.54,88
HM,YXEX,PUMLA12411,Зубная паста,25,3996,404505.95000000007,94
HM,YXEX,PUMLA12411,Зубная паста,26,462,45444.2,25
HM,YXEX,PUMLA12411,Зубная паста,27,629,59449.15,29
HM,YXEX,PUMLA12411,Зубная паста,28,67,6603.5,4
HM,YXEX,PUMLA12411,Зубная паста,29,41,4159.7,6
HM,YXEX,PUMLA12411,Зубная паста,30,4,557.9300000000002,3
HM,YXEX,PUMLA12411,Зубная паста,31,3,377.85,3
HM,YXEX,PUMLA12411,Зубная паста,32,6,1079.88,1
HM,YXEX,PUMLA12411,Зубная паста,34,1,95.89,1
HM,YXEX,PUMLA12411,Зубная паста,38,1,99.0,1
HM,YXEX,SLOGO9627,Зубная паста,5,1037,193929.94,88
HM,YXEX,SLOGO9627,Зубная паста,6,907,168403.32,86
HM,YXEX,SLOGO9627,Зубная паста,7,986,179141.55000000005,86
HM,YXEX,SLOGO9627,Зубная паста,8,971,177544.33000000005,87
HM,YXEX,SLOGO9627,Зубная паста,9,906,169369.22999999998,88
HM,YXEX,SLOGO9627,Зубная паста,10,897,180460.46,89
HM,YXEX,SLOGO9627,Зубная паста,11,774,153521.04,87
HM,YXEX,SLOGO9627,Зубная паста,12,821,160926.71000000002,85
HM,YXEX,SLOGO9627,Зубная паста,13,729,145126.34,86
HM,YXEX,SLOGO9627,Зубная паста,14,800,156853.27,87
HM,YXEX,SLOGO9627,Зубная паста,15,834,164764.92,88
HM,YXEX,SLOGO9627,Зубная паста,16,749,148016.89,85
HM,YXEX,SLOGO9627,Зубная паста,17,782,153919.62999999998,90
HM,YXEX,SLOGO9627,Зубная паста,18,692,135322.19,86
HM,YXEX,SLOGO9627,Зубная паста,19,710,139657.16,86
HM,YXEX,SLOGO9627,Зубная паста,20,738,139366.31999999998,85
HM,YXEX,SLOGO9627,Зубная паста,21,3533,509571.76,93
HM,YXEX,SLOGO9627,Зубная паста,22,705,136008.30000000002,87
HM,YXEX,SLOGO9627,Зубная паста,24,830,160601.29999999993,88
HM,YXEX,SLOGO9627,Зубная паста,25,733,138979.15,91
HM,YXEX,SLOGO9627,Зубная паста,26,703,139274.86,89
HM,YXEX,SLOGO9627,Зубная паста,27,806,158864.37,94
HM,YXEX,SLOGO9627,Зубная паста,28,7747,982510.0199999998,95
HM,YXEX,SLOGO9627,Зубная паста,29,697,136914.99,93
HM,YXEX,SLOGO9627,Зубная паста,30,577,113801.12,89
HM,YXEX,SLOGO9627,Зубная паста,31,475,93464.12000000002,75
HM,YXEX,SLOGO9627,Зубная паста,32,416,78080.11999999997,62
HM,YXEX,SLOGO9627,Зубная паста,33,301,56674.45,54
HM,YXEX,SLOGO9627,Зубная паста,34,185,37620.48,43
HM,YXEX,SLOGO9627,Зубная паста,35,168,33973.71,35
HM,YXEX,SLOGO9627,Зубная паста,36,138,28258.53,25
HM,YXEX,SLOGO9627,Зубная паста,37,107,20985.04,20
HM,YXEX,SLOGO9627,Зубная паста,38,435,86626.65000000001,71
HM,YXEX,SLOGO9627,Зубная паста,39,540,110227.64,74
HM,YXEX,SLOGO9627,Зубная паста,40,491,101179.55000000003,76
HM,YXEX,SLOGO9627,Зубная паста,41,498,98197.35,76
HM,YXEX,SLOGO9627,Зубная паста,42,447,86637.74,75
HM,YXEX,SLOGO9627,Зубная паста,43,508,103319.44000000002,75
HM,YXEX,SLOGO9627,Зубная паста,44,511,101439.13,78
HM,YXEX,SLOGO9627,Зубная паста,45,421,82847.90000000001,78
HM,YXEX,SLOGO9627,Зубная паста,46,1348,249791.4000000001,91
HM,YXEX,SLOGO9627,Зубная паста,47,2061,371713.53,91
HM,YXEX,SLOGO9627,Зубная паста,48,1059,179604.52999999988,82
HM,YXEX,SLOGO9627,Зубная паста,49,497,95589.27999999998,70
HM,YXEX,SLOGO9627,Зубная паста,50,315,65564.81999999999,62
HM,YXEX,SLOGO9627,Зубная паста,51,369,78866.20999999996,58
HM,YXEX,SLOGO9627,Зубная паста,52,1490,229261.92000000013,70
HM,YXEX,SLOGO9627,Зубная паста,53,2242,328802.06999999995,67
HM,YXEX,SLOGO9627,Зубная паста,54,219,49991.04,46
HM,YXEX,DUCJG13485,Зубная паста,5,1626,244687.05,89
HM,YXEX,DUCJG13485,Зубная паста,6,1334,201241.16,87
HM,YXEX,DUCJG13485,Зубная паста,7,1377,204134.17,89
HM,YXEX,DUCJG13485,Зубная паста,8,1467,217122.09999999995,90
HM,YXEX,DUCJG13485,Зубная паста,9,1481,227283.98,89
