global_max_products,global_max_difference_products,global_max_all_price,global_max_difference_all_price,global_max_shops,global_max_difference_shops,global_max_price,global_max_difference_price,global_min_products,global_min_difference_products,global_min_all_price,global_min_difference_all_price,global_min_shops,global_min_difference_shops,global_min_price,global_min_difference_price,difference_left_products,difference_left_difference_products,difference_left_all_price,difference_left_difference_all_price,difference_left_shops,difference_left_difference_shops,difference_left_price,difference_left_difference_price,difference_right_products,difference_right_difference_products,difference_right_all_price,difference_right_difference_all_price,difference_right_shops,difference_right_difference_shops,difference_right_price,difference_right_difference_price,local_min_products,local_min_difference_products,local_min_all_price,local_min_difference_all_price,local_min_shops,local_min_difference_shops,local_min_price,local_min_difference_price,local_max_products,local_max_difference_products,local_max_all_price,local_max_difference_all_price,local_max_shops,local_max_difference_shops,local_max_price,local_max_difference_price,month
5,3,5,3,4,7,0,3,9,12,10,12,10,11,8,14,77.73076923076923,-11.161073825503356,77.1555963551091,-8.820233537204881,8.545454545454545,-2.1538461538461537,2.126167780051343,-333.00033391769466,2,4,2,5,1,5,3,4,17.127118644067796,-1.538390379278446,11.988203394975516,-1.6266348556832715,4.476190476190476,-0.6363636363636364,1.0,-0.250801401303662,8,13,9,13,9,12,9,13,40
3,5,4,5,1,4,6,2,6,7,6,7,6,6,6,8,8.369668246445498,-2.8233009708737864,5.492711728256275,-3.3191429945592064,1.7843137254901962,-3.0,1.258728451566569,-0.8466478939185665,5,3,5,3,3,5,3,3,16.81904761904762,-1.2239057239057238,12.500700853606572,-1.251256082450821,1.0833333333333333,-0.2857142857142857,1.5759565718926531,-0.34266391644491284,6,6,6,6,5,5,6,8,25
5,4,4,5,4,5,4,5,9,9,8,10,8,10,9,10,7.218390804597701,-3.435185185185185,10.064125686946747,-9.077700139895983,4.588235294117647,-1.1,2.3322352330027645,-1.1969993375377688,2,3,1,3,1,4,1,4,12.313725490196079,-0.8065217391304348,9.360408928701487,-0.7419083253872446,2.7857142857142856,-0.3793103448275862,1.0683372975740808,-0.25086479971927755,7,10,7,11,6,11,8,10,30
5,6,4,6,3,2,13,4,14,16,14,16,7,10,11,15,13.58974358974359,-1.4736842105263157,12.103717849730268,-1.2049022713427897,5.166666666666667,-0.9583333333333334,1.0,-1.1339314370664866,3,3,4,3,1,4,13,2,1.6597077244258873,-1.6017601760176017,1.5144441080876687,-1.6110039735407564,1.0941176470588236,-4.6,1.4690538423416852,-2.6538258202908924,14,16,14,16,7,10,12,15,49
1,1,1,1,4,5,2,4,10,12,9,12,6,8,10,14,1119.0,-73.4,2077.4664217187183,-182.19349637194304,93.0,-17.0,2.0981776038412483,-1.0186777747917226,1,3,1,4,1,2,1,1,1.3498190591073582,-1.139751552795031,1.3185625082349364,-1.7174436779745594,1.1071428571428572,-5.666666666666667,1.1721233363258032,-2.5128165466036148,11,13,10,13,7,9,11,14,36
6,4,6,4,4,4,7,4,8,9,8,9,1,4,5,8,2087.0,-8.73394495412844,2095.106138453217,-8.333100822328905,82.0,-14.0,1.184550422356822,1.0,0,8,0,7,0,3,5,3,13.378205128205128,-1.1333333333333333,15.604150323605198,-1.1003873772954489,6.3076923076923075,-0.7,1.2220539368641186,-1.1618730935892234,7,8,7,8,1,3,6,8,27
5,3,3,2,7,4,0,2,6,6,6,7,5,7,5,6,12.8,-7.837209302325581,12.625796524820492,-4.752778096471233,5.714285714285714,-3.2857142857142856,1.6023441564116803,-1.9531624619294912,1,4,1,4,1,5,1,5,96.0,-1.199288256227758,59.91222273683339,-1.3051972376189815,16.0,-0.5111111111111111,1.0,-0.17989931721781666,5,7,5,8,4,7,5,6,22
4,2,4,2,3,3,8,3,13,16,12,16,7,11,12,16,18.99009900990099,-1.3048270619536297,12.269879104287291,-1.2418216493129839,1.5245901639344261,-1.0,1.0936439058998264,-1.584392283492933,1,5,1,5,0,4,6,3,7.505514051938812,-1.0678071539657854,5.528254824149192,-1.1107895205130178,1.0941176470588236,-5.25,1.6234094962969698,-1.7942644523979037,13,17,12,17,10,11,13,16,49
4,6,6,6,4,5,11,6,11,12,10,12,6,8,9,11,138.25,-1.6215827338129496,128.95250595436266,-1.6598749142819071,96.0,-0.9487179487179487,1.173673476991078,1.0,0,4,0,4,0,5,2,9,2.257142857142857,-1.3142857142857143,2.257219834469928,-1.468681194909698,1.1851851851851851,-0.4567901234567901,1.3423350372744594,-0.12604770189368925,10,11,9,11,4,6,9,11,37
2,1,2,1,2,2,0,1,7,7,6,7,3,5,5,7,12.636363636363637,-2.0521739130434784,11.557407177031884,-1.694000478169781,3.5833333333333335,-1.0344827586206897,1.716339333538837,-0.9921320303886036,1,4,1,4,1,4,3,3,278.0,-1.1313518696069031,161.9726324320758,-0.9060482409361261,43.0,-0.3614457831325301,1.0,-0.34897403453577813,6,8,5,8,3,5,6,6,24
0,1,0,1,0,2,0,3,3,4,3,4,2,3,2,5,2069.0,-1.4070146818923328,2442.0950380152053,-1.6983547845407372,81.0,-55.0,1.9453197818727714,-0.9997999599919983,0,3,1,3,0,2,3,1,1.0,-0.8337361043982601,1.0,-0.8662436747225103,1.0,-0.6790123456790124,1.0,-0.8472233749271136,3,3,4,3,2,2,3,4,13
4,4,4,4,5,5,3,4,16,18,15,17,5,8,15,18,8.229007633587786,-1.136667341567119,6.169263359788041,-1.0537001975337636,3.1333333333333333,-0.7457627118644068,1.5016824482970346,-1.0638290717236942,2,4,2,4,1,5,5,1,21.01949860724234,-1.071578545523955,15.900466648117332,-0.9897655229729858,1.1058823529411765,-2.75,1.3329856371974262,-1.4154303203493799,16,19,15,18,8,9,15,17,49
1,4,2,4,4,4,10,4,13,14,13,14,11,14,13,14,8.872727272727273,-0.922882427307206,6.89418414037806,-3.886463174311919,2.764705882352941,-0.6521739130434783,1.0,-0.9843745718685712,3,4,3,3,2,2,5,1,1.7617328519855595,-1.3059033989266546,1.4406867369048872,-0.8404435504691342,1.1058823529411765,-2.5,1.5351296506461698,-1.0705652449745995,13,15,13,15,8,14,14,14,49
4,1,4,1,2,2,0,2,6,6,6,6,3,3,4,7,4.353876739562624,-1.2640236187262759,3.5737598853907753,-1.2272631964083986,1.5593220338983051,9.0,1.658227629478825,-2.081237770993998,3,3,2,6,1,6,3,5,132.72727272727272,-1.2055510860820595,80.18355542685397,-0.8592889338111837,13.142857142857142,-0.1232876712328767,1.0,-0.27467327003048697,6,6,6,6,3,4,5,7,19
6,6,6,4,4,4,8,3,14,16,14,16,12,9,13,17,54.5,-1.8636363636363635,53.894623346751,-2.4887333696325187,37.0,-4.333333333333333,1.655196198832485,-0.7522193815822534,1,5,3,5,1,3,5,2,27.25,-0.6307692307692307,69.39408791668679,-0.6879951671374195,18.5,-0.5416666666666666,4.1136174013400915,-0.46124079759507913,13,16,13,16,11,11,13,16,49
6,4,7,4,5,3,7,2,13,16,13,15,6,10,11,14,15.496143958868895,-1.8442906574394464,4.152234901755462,-1.9885377391762251,2.4615384615384617,-0.8,1.3990955622186072,-1.3828607406191433,3,4,4,3,1,6,3,3,4.807017543859649,-0.6721311475409836,10.512257742965149,-0.9145494932801304,1.103448275862069,-9.0,2.149235330495324,-3.758048304519934,12,16,13,15,8,9,12,14,49
2,3,3,4,1,2,4,6,5,8,5,8,3,7,5,8,1639.0,-15.350877192982455,6341.602602602603,-9.44547061646084,93.0,-23.5,5.87109331553776,-1.0809621695697644,0,6,0,7,0,5,0,2,2.2299319727891156,-0.8603736479842674,1.9365465537616364,-1.0005192363560687,2.066666666666667,-0.5280898876404494,3.0413389796329904,-1.2689914057097698,5,8,4,7,3,7,4,7,18
1,2,0,2,0,4,0,2,1,3,1,4,1,4,3,5,1194.0,-1096.0,9884.940199335548,-254.8879136690648,79.0,-44.0,23.76187547917199,-1.017212230215827,0,2,1,2,0,4,1,1,22.96153846153846,-1.2863849765258215,1.0,-1.1643820129448006,1.0,-2.3157894736842106,1.0,-1.0864479651934327,1,3,2,4,1,4,4,6,14
9,7,9,8,6,3,6,4,14,14,15,15,3,4,13,17,4.205128205128205,-1.4594594594594594,3.807419779893475,-2.1964206837124083,2.857142857142857,-2.3333333333333335,1.3936525269626514,-1.0320895317323082,4,2,6,4,3,3,6,0,10.25,-0.5192307692307693,12.643453180658444,-0.47203087493240287,20.0,-0.4375,1.8147530853547171,-1.418158401600768,13,15,15,16,3,5,14,17,49
1,2,1,2,1,3,1,4,8,12,8,13,8,11,11,13,883.0,-7.544444444444444,2428.1622672964704,-15.10915298025465,69.0,-7.5,6.501425164397518,-1.2718834280349423,0,4,0,5,0,6,0,2,6.952755905511811,-0.9658605974395448,2.948504990114242,-1.1824713601379335,1.0454545454545454,-5.0,1.049942112308409,-1.4453943300999,8,12,8,14,7,12,10,13,35
2,3,2,3,7,5,6,3,10,12,11,12,7,8,10,13,7315.5,-2.932554814108675,5551.391486085139,-2.145714299423249,96.0,-1.290909090909091,1.8569258619523146,-1.099879001209988,0,5,0,4,0,4,2,2,9.932790224032587,-1.1004292613128241,5.829478986929683,-1.2691457703195816,1.1851851851851851,-0.8765432098765432,2.0985368417802186,-1.0094695430953817,9,12,10,12,7,7,10,13,34
3,2,3,3,4,4,7,3,14,13,14,14,10,11,13,15,554.2857142857143,-17.11111111111111,886.9994565738573,-13.277577718343593,95.0,-7.666666666666667,2.766947546246441,1.0,0,5,0,7,1,4,1,3,6.0910518053375196,-0.7207488299531981,5.091169964376675,-0.7249192551746104,1.2179487179487178,-2.3,1.4637432919818991,-1.6594330646158206,13,13,14,15,12,11,13,15,45
1,1,1,1,2,5,0,1,4,6,5,7,6,6,6,7,9.779816513761467,-2.926829268292683,8.804283379678836,-1.501850484521781,2.46875,-4.75,1.5421785216100683,-1.0552167171381148,1,5,1,5,1,5,3,3,533.0,-0.5639097744360902,345.6149807115302,-0.3392231484743581,79.0,-0.25333333333333335,1.0,-0.3515666403160783,3,7,4,8,5,7,7,6,22
4,2,3,2,4,1,4,3,5,7,7,7,4,7,7,10,2126.0,-33.291666666666664,1144.6863150783267,-76.54378966322402,92.0,-30.0,1.0,1.0,0,5,1,5,0,3,2,2,7.8161764705882355,-0.5622800844475722,4.530381150800383,-0.5979509986410013,1.393939393939394,-1.875,4.086178265651621,-1.0000422243803573,5,7,8,8,3,7,7,10,31
2,3,4,3,1,3,4,5,6,7,8,8,4,7,4,6,5.506369426751593,-28.51219512195122,4.057695635707295,-20.75542122764081,1.7755102040816326,-0.7272727272727273,1.5022325458700752,-0.31894756162083754,1,3,1,3,1,5,8,2,864.5,-1.096622889305816,1883.365668354988,-1.3043927128718156,1.1012658227848102,-0.5063291139240507,3.1488825257543605,-0.566869982095259,6,6,7,7,3,7,4,5,27
3,6,3,5,4,4,9,7,19,20,17,20,7,11,20,19,14.493303571428571,-1.1821255757010436,9.698974586551772,-1.279014643608339,1.5833333333333333,-3.0,1.2180309148846233,-0.9664228031967641,1,6,1,6,1,1,7,2,3.8616628999643154,-0.9384024435394298,3.0222262434761036,-0.9455560287374022,1.0795454545454546,-1.5,1.578662259757033,-0.9737878621636045,19,19,17,19,10,10,20,20,49
2,4,3,4,4,7,7,10,9,13,9,13,7,10,9,11,1446.0,-0.7355140186915888,1354.2183218321838,-0.6498286105622239,95.0,-41.0,2.244218702923674,1.0,2,3,2,3,0,4,2,2,2.7334593572778827,-0.8206465067778936,3.106330240039936,-0.6925378951696001,1.1728395061728396,-0.5061728395061729,1.3374600436392823,-0.9631054014492358,9,13,10,13,7,9,9,11,33
2,3,3,3,3,3,7,7,15,15,14,15,7,10,15,16,14.63031709203403,-1.3676148796498906,9.031510076065956,-1.308752913543521,1.5161290322580645,9.0,1.0,-0.5965366876955382,0,5,0,3,0,6,8,1,6.787585217079297,-0.8046864941418823,7.351023541574898,-0.9020221438839212,1.146341463414634,-0.10112359550561797,1.8053681991171024,-0.3064196837643633,15,15,14,15,8,8,15,15,36
6,5,6,4,8,3,1,4,3,6,4,7,3,5,4,7,4.169491525423729,-1.5434782608695652,3.3864429398453537,-1.2234106353117455,1.0277777777777777,-0.42105263157894735,2.2112270894262527,-3.1399558869384947,5,2,3,2,5,1,0,4,41.0,-1.0757575757575757,20.074067747755443,-1.206944486083434,37.0,-0.7272727272727273,1.011718834381008,-0.20122831287917198,4,6,4,7,4,6,4,7,21
2,2,2,2,3,2,5,3,19,18,18,17,9,10,16,17,9.950047573739296,-0.89758130636786,6.9588424776675595,-0.8984207108617722,1.507936507936508,1.0,1.4259488258349686,-1.8624222386841394,3,6,3,5,0,4,6,1,3.854589015849613,-0.8686768498313827,3.479485518216829,-0.7603888462347572,1.0919540229885059,-1.75,1.570005115423086,-0.9087430214651592,18,18,17,17,8,10,17,17,49
4,1,3,1,4,3,1,1,5,5,5,5,3,5,3,4,9.977358490566038,-1.230580539656582,6.433145893380844,-1.3102318931950092,1.6981132075471699,5.0,1.834769173845849,-1.337877607232986,2,3,2,3,1,5,4,3,2644.0,-0.7749742533470649,1469.582138268689,-0.6772291714125483,90.0,-0.17647058823529413,1.582225619542557,-0.36749406775343224,4,6,4,6,3,5,4,3,20
0,1,0,1,0,2,0,2,2,3,2,3,2,3,2,5,2044.0,-1.3190975020145044,2422.2938350680533,-1.595837595164826,83.0,-59.0,1.5373058680771197,-0.9993998799759952,1,2,1,2,0,2,3,1,1.0,-0.800880626223092,1.0,-0.8430304467607244,1.0,-0.7108433734939759,1.0,-0.8438282632802782,3,2,3,2,2,2,3,4,13
6,4,6,5,5,5,2,7,9,12,10,14,7,11,10,13,268.1666666666667,-1.3577586206896552,198.59775858615086,-1.0544141157032803,94.0,-41.0,1.4296315756028788,1.0,2,7,2,4,1,5,2,4,201.125,-1.1842105263157894,149.07440854106798,-1.2742784574203285,31.333333333333332,-0.5394736842105263,1.4374858919378688,-0.9499622879292732,8,13,10,15,8,11,10,13,39
1,5,1,4,2,4,9,3,6,7,6,7,5,7,5,7,1692.0,-68.27272727272727,4435.085315213289,-67.15335133274147,89.0,-38.0,3.071853872816501,-1.810626638074815,0,6,0,6,0,2,0,2,1.1907107670654469,-2.7712177121771218,1.1862799331178142,-3.013234355499002,1.0470588235294118,-7.6,1.1719226087887695,-21.75332540525481,6,8,6,8,4,7,5,8,23
1,1,1,1,2,4,3,3,5,5,4,5,4,7,4,5,45.96296296296296,-2.544253632760898,39.26954391069987,-2.1451123026735166,1.826086956521739,-1.0588235294117647,1.6283822554779683,44.72942142086941,2,2,3,2,3,3,1,7,40.03225806451613,-0.7958677685950413,32.61117830936791,-0.6717074878641025,5.25,-0.3333333333333333,1.7382132624390707,-0.32983830052353363,4,6,3,6,3,8,4,4,21
4,3,5,3,2,4,1,2,4,5,3,5,4,4,5,4,4.118040089086859,-0.7719190680564071,3.071758700462301,-0.7021644400422243,1.9148936170212767,-1.4642857142857142,1.9183871621019957,-1.5769483365193664,2,1,2,1,1,3,3,3,8.48165137614679,-2.141156462585034,5.938485221458129,-2.2795313518370697,1.5789473684210527,-0.7192982456140351,1.0070470088698424,-0.4275771899414498,4,4,3,4,3,3,4,4,11
2,3,2,3,3,4,3,3,11,12,11,13,6,7,12,13,3912.0,-1.4051431344007763,5230.126224489796,-1.200184634336197,95.0,-28.0,1.8393821927267149,-1.4268367346938777,0,7,0,6,0,3,0,1,4.366071428571429,-0.9894089511445165,3.6647528482230194,-1.0254387419432038,1.144578313253012,-7.0,1.3959266033283115,-3.095607654462203,11,13,11,14,8,6,11,13,40
5,6,5,4,4,2,8,3,13,15,14,15,8,12,13,16,7.450434782608696,-2.928738317757009,5.614122142667838,-1.1413627209724813,1.5483870967741935,-0.6571428571428571,1.0754153719571595,-0.9289709290603585,1,5,1,6,2,7,7,5,5.167671893848009,-0.9842952493129171,4.481755620667345,-0.9946172299428097,1.8461538461538463,-0.6388888888888888,1.5784151203276886,-1.2184036988484341,13,15,15,15,11,11,14,15,49
5,4,5,5,5,5,3,5,14,16,14,16,10,12,13,14,10.453183520599252,-1.1617021276595745,6.673551317191588,-1.1454067217120154,2.0869565217391304,3.3333333333333335,1.0,-1.118497063917504,0,4,0,5,0,2,9,3,3.4119804400977993,-0.9934497816593887,2.636032514147228,-0.9754126248531588,1.2,-1.25,1.5663599519600657,-0.9972766717516756,13,17,13,17,10,13,14,14,49
4,5,2,4,3,4,3,3,4,4,3,4,0,0,4,5,4.2,1.0,3.8916345445098295,1.0,2.6,1.0,1.3498666930563965,-2.239851972213109,0,1,0,2,0,3,1,2,2.8823529411764706,-1.382716049382716,1.5229601396890098,-1.0302419140326213,1.625,-0.625,1.2802822762579116,-0.2706747599102179,3,4,2,4,1,1,5,4,13
2,5,2,4,4,5,7,4,17,18,17,18,9,13,14,15,4.833869239013934,-1.154031868662482,3.2520101517747273,-1.2730942152216624,1.6271186440677967,-9.0,1.531134342921533,-0.9472432818537336,4,4,2,4,0,3,2,3,2.3379989631933644,-1.1278905143935818,1.9479783705062879,-1.2247281690611755,1.1428571428571428,-1.5,1.4944579782086829,-1.0289993409475704,16,18,16,18,9,12,15,15,49
4,4,4,5,5,5,7,5,13,13,13,13,6,9,12,13,21.149425287356323,-1.0303236026250282,14.953504464456895,-1.0637885269278193,1.5737704918032787,-1.2,1.7103764710964366,-11.51122876629177,1,3,1,4,0,2,2,3,4.911032028469751,-1.1408168378852417,3.875377595569988,-1.3649681513839216,1.1162790697674418,-0.13953488372093023,1.640897514917191,-0.4983369978629901,12,13,12,13,5,9,12,12,39
4,6,4,5,5,4,2,2,13,15,13,14,12,13,14,16,657.0,-1.0689655172413792,863.7658370717489,-0.9091975379554106,31.666666666666668,-12.0,2.1881554166018145,-0.7171271531689687,2,4,2,3,2,3,3,2,3.5641952983725136,-0.9086206896551724,2.855266341984616,-0.9121855007166213,1.2025316455696202,-2.1818181818181817,1.3640604698952714,-2.459395174284042,14,15,14,14,12,11,15,17,49
2,2,2,1,4,2,5,3,17,17,17,17,9,11,16,17,14.416593886462882,-0.9555131871623769,10.538429983997666,-0.8200774614338472,1.5,4.0,1.372406857499176,-1.0144721735364768,2,6,2,6,0,5,5,1,6.712891419276128,-0.8744456561250454,5.343483135513703,-1.0006742977096938,1.1162790697674418,-1.6,1.5071482988215175,-1.3096709837206841,16,17,16,17,7,10,17,17,49
1,1,1,1,4,3,7,5,15,15,15,16,9,11,15,16,9.774547449259462,-1.5730223123732252,5.962899444878196,-1.2304332331667325,1.5483870967741935,5.0,1.3489771310736776,-1.674466297201302,0,6,0,6,0,4,10,5,3.737990350325152,-0.961711362579445,2.8868984355948695,-0.8886293867553627,1.0909090909090908,-2.5,1.682233518946976,-0.9587276368095837,15,16,15,17,8,12,15,15,49
0,1,0,1,0,1,4,7,5,6,4,7,1,7,5,7,792.5,-1.14,672.9508697452889,-0.9959583054064759,93.0,-0.7,1.414785669910955,1.0,0,7,0,5,0,4,3,4,1.0,-0.8271293375394322,1.0,-0.7803215070654269,1.0,-0.3763440860215054,1.7669257761380381,-1.1776491206556583,5,6,4,6,3,7,4,7,27
1,1,1,1,1,3,1,3,3,4,3,4,4,4,4,4,1843.0,-46.15686274509804,2267.731546309262,-65.56720524729778,83.0,-9.0,1.7424497556629022,-1.08525402184349,2,2,2,2,1,3,2,3,3.9634408602150537,-0.8541364296081277,4.003459468927727,-0.8979934898667997,1.296875,-0.5625,1.010096936001841,-0.25075151497811393,3,4,3,4,3,4,3,4,15
2,2,2,2,3,5,2,4,4,5,5,5,3,4,5,7,539.0,-4.793859649122807,884.9488422551444,-5.271841780950614,41.5,-3.6666666666666665,1.3516168461026294,-0.4319404886549177,1,4,1,4,1,4,2,2,70.30434782608695,-0.7001921844971173,46.80424519421279,-0.6365729419822912,6.916666666666667,-0.3548387096774194,2.6002336138960205,-0.4054839436532171,4,6,4,6,2,3,6,6,19
2,1,2,1,3,2,0,1,2,3,2,3,2,2,2,3,6.114285714285714,-1.0112994350282485,4.4245672339282605,-0.9737038903474358,1.4918032786885247,-5.0,1.7336015697819367,-1.8654354387118248,4,1,4,1,1,5,0,4,305.7142857142857,-1.0914634146341464,201.59622366511942,-1.0775010676552583,18.2,-0.12658227848101267,1.0,-0.25236060575295904,2,3,2,3,1,3,2,3,11
7,3,3,1,4,4,2,5,5,7,5,7,2,1,5,5,2.3062871707731523,-1.3156521739130436,2.459757394973893,-1.8832162434084856,1.4838709677419355,5.0,1.3824234920738605,-2.788318758804245,3,3,3,4,1,6,5,7,11.334029227557412,-0.6943552088113814,12.561633452301097,-0.6065459128404915,3.1724137931034484,-0.17857142857142858,1.299264371288611,-0.17807251294331858,5,7,5,7,0,2,4,5,19
0,2,0,2,0,2,0,3,1,3,1,3,1,3,1,3,1357.0,-118.57142857142857,2089.2475414078676,-124.89457930233146,83.0,-23.0,1.5396076207869327,-1.1402147886825067,0,4,0,4,0,3,0,3,1.0,-0.6116433308769345,1.0,-0.6124788604771361,1.0,-0.5542168674698795,1.0,-0.9662717245413386,1,3,1,3,1,3,1,3,8
0,0,0,0,0,0,5,2,1,1,1,1,0,0,2,3,4753.0,-410.5,5011.765955638651,-396.77283423630485,88.0,-43.0,1.095903798759242,-1.095903798759242,0,3,0,3,0,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0393204314823028,-45.98999725709461,1,2,1,2,0,1,1,3,10
3,4,5,5,4,7,12,6,15,15,15,15,8,11,13,15,39.60666666666667,-1.4776897414512093,25.847717682804095,-1.520703386287024,3.096774193548387,1.2307692307692308,1.0,-0.8228157380647518,0,6,0,5,0,5,7,1,5.833087874324987,-0.9627767966308926,5.171196939550088,-1.0117363646982145,1.1294117647058823,-0.18823529411764706,1.6667493656206407,-0.18149553192012127,14,16,14,16,8,10,13,14,43
4,2,4,2,4,4,1,3,4,5,3,5,4,6,5,5,9.798850574712644,-2.872420262664165,7.480319560129911,-3.6683221713466754,2.0930232558139537,-1.4444444444444444,1.653315402063835,-1.1328762881334702,7,2,6,2,5,3,2,3,131.15384615384616,-0.9902975420439845,92.45382360326224,-1.001316130202147,11.25,-0.4642857142857143,1.0288083698571775,-0.3255568984829326,4,6,3,6,3,7,5,4,20
4,3,4,2,3,5,2,5,9,9,8,9,5,7,6,7,13.01526717557252,-0.6639526276831976,9.406377407901376,-0.5894334644812219,3.9130434782608696,-0.7222222222222222,1.401443702131409,-11.720336714584015,3,2,3,2,3,2,2,4,121.78571428571429,-1.0381944444444444,79.24224040400729,-0.6925232615775516,15.0,-0.37142857142857144,1.5503954074419122,-0.18048247256211922,8,10,7,10,4,8,7,6,24
4,3,4,2,4,4,3,6,9,13,13,15,6,10,15,16,447.5,-5.32183908045977,502.1613006439228,-3.3062352962830155,91.0,-15.0,1.6876458681570174,1.0,1,7,2,5,0,3,1,2,2.4930362116991645,-1.403030303030303,2.149642969989071,-1.299174840875042,1.2133333333333334,-1.6666666666666667,1.2588590347970365,-0.9614587152905101,12,13,14,16,7,11,15,17,45
2,1,2,1,2,1,5,5,6,9,5,11,7,10,7,8,1067.0,-3.553672316384181,8422.778469750889,-5.1911165340748875,92.0,-11.0,9.847036254448396,-1.634709031255397,0,4,1,4,0,4,2,3,48.5,-0.7708333333333334,46.861309930405,-0.7689694837998667,15.333333333333334,-0.25,1.247425385961408,-0.3964935206359579,5,9,4,11,5,11,7,8,30
3,0,3,0,2,2,1,2,0,0,0,0,1,1,1,1,1.0,0.10133843212237094,1.0,0.15488975089027524,1.0655737704918034,1.0,1.4173531124386611,2.91142541686013,3,0,3,1,2,1,0,2,22.28301886792453,1.0,15.973548749290057,1.0,2.8260869565217392,-0.16,1.016027458877509,-0.22269048221180232,0,0,0,1,0,1,0,0,4
3,2,3,2,4,5,3,2,6,8,6,7,3,7,7,7,12.053191489361701,-1.70509977827051,8.389749955122399,-1.3429739852674647,4.6,-0.6111111111111112,1.371307332453589,-0.8251269544754961,2,3,2,3,3,1,3,4,43.57692307692308,-1.4731800766283525,28.85960601025137,-1.1997713433457748,10.222222222222221,-0.2972972972972973,1.6274881790502334,-0.2005277514567208,6,8,6,7,3,4,7,6,23
