global_max_products,global_max_difference_products,global_max_all_price,global_max_difference_all_price,global_max_shops,global_max_difference_shops,global_max_price,global_max_difference_price,global_min_products,global_min_difference_products,global_min_all_price,global_min_difference_all_price,global_min_shops,global_min_difference_shops,global_min_price,global_min_difference_price,difference_left_products,difference_left_difference_products,difference_left_all_price,difference_left_difference_all_price,difference_left_shops,difference_left_difference_shops,difference_left_price,difference_left_difference_price,difference_right_products,difference_right_difference_products,difference_right_all_price,difference_right_difference_all_price,difference_right_shops,difference_right_difference_shops,difference_right_price,difference_right_difference_price,local_min_products,local_min_difference_products,local_min_all_price,local_min_difference_all_price,local_min_shops,local_min_difference_shops,local_min_price,local_min_difference_price,local_max_products,local_max_difference_products,local_max_all_price,local_max_difference_all_price,local_max_shops,local_max_difference_shops,local_max_price,local_max_difference_price,month
2,1,2,1,1,1,0,3,3,3,2,2,2,2,3,4,26.333333333333332,-5.913043478260869,32.058292031410915,-5.358486990879948,9.444444444444445,-14.5,2.1615821342468364,1.0,0,3,0,2,0,3,1,1,1.4107142857142858,-1.8630136986301369,1.1704038983100136,-5.487663432479718,1.2878787878787878,-1.5263157894736843,1.0,-3.1136928151818215,2,3,1,2,2,2,4,4,12
2,2,2,2,3,3,4,4,9,12,9,11,4,7,10,11,7067.0,-0.7090739008419084,7180.794382022473,-0.7057867868001968,616.0,-3.5510204081632653,1.7985984204786813,1.0,0,5,0,7,0,5,5,6,504.7857142857143,-0.7354938870560839,536.3478968746854,-0.5779680895842154,205.33333333333334,-0.7131147540983607,2.1076807087559617,-1.2146404052473567,10,11,9,10,4,7,9,11,33
8,4,8,4,10,5,1,4,8,11,7,9,4,12,9,13,175.8181818181818,-7.848,97.7515638315232,-22.15520705857469,72.14285714285714,-17.571428571428573,1.0,-0.6777196310301667,0,4,0,4,1,3,8,5,40.71578947368421,-1.0475173518419647,23.346142487331587,-1.790396479189267,11.477272727272727,-0.6473684210526316,3.433602685172975,-0.23431819748548866,7,12,6,10,3,12,10,12,34
3,2,4,2,3,6,3,3,8,11,10,12,6,10,15,17,3203.0,-49.39393939393939,40588.57037037037,-103.85755527723289,446.0,-17.75,18.657511034350414,-1.7506266280041283,0,5,1,6,0,4,1,2,6.30511811023622,-0.6048237476808905,4.889388048508963,-0.6049784785783999,3.3533834586466167,-0.4536741214057508,1.1959361846805405,-2.1029689935748124,5,12,9,13,3,11,14,17,42
7,3,8,2,11,4,2,4,10,11,10,11,9,11,9,12,3.0857487922705316,-44.753246753246756,2.3834940988268447,-611.0790374670636,1.1950844854070661,-51.0,1.4149397165792235,-1.2766324994952525,6,2,6,2,10,6,5,4,262.05128205128204,-1.2505897296316457,204.17254701615695,-1.2970022325874468,129.66666666666666,-0.6181818181818182,1.4689075138577197,-0.30558613721206784,10,11,10,11,9,12,9,12,34
9,7,11,6,24,2,7,5,15,18,15,17,13,15,17,18,3.7043766578249335,-3.144479821013682,2.7758790489834717,-3.144166879814823,1.0,-0.6296296296296297,1.367744231052913,-0.9992734223133942,4,2,6,2,21,0,8,5,4.09605514004986,-1.1622773536895674,3.6573104527747717,-1.192954561792927,1.8794642857142858,-0.8095238095238095,1.7725900704336994,-0.8655352030977735,16,17,16,16,14,14,17,19,49
1,1,1,1,2,4,6,6,8,8,7,8,6,10,8,11,4304.0,-1.3344262295081968,11341.944492131614,-1.1288764198204029,488.0,-63.5,3.651238801165411,1.2861230329041489,0,5,0,4,0,4,0,2,8.573705179282868,-0.6422935297211994,8.59926585355642,-0.4760549190589917,2.188340807174888,-0.4810606060606061,1.3896896189403585,-0.4895083353453919,7,8,6,8,5,9,7,10,29
8,5,10,7,14,5,5,4,10,11,10,11,10,11,11,12,4.045681381957774,-2.210084985835694,3.07612144800762,-2.3688686755383648,1.0,-0.9219858156028369,1.4426444180041955,-1.3000193871742225,3,3,6,3,13,6,5,2,124.47637795275591,-0.9585217220365638,123.66637892402152,-1.0578268340279573,11.256756756756756,-0.36827195467422097,1.9826701191739562,-0.4300856925171955,10,12,10,12,10,12,11,11,34
3,3,6,4,32,2,6,1,12,14,13,16,9,16,12,16,3.6344983310426073,-1.034828441504754,1.628703132523395,-5.354673617723922,1.0,-0.5151515151515151,1.1412981781500338,-0.9471110597145642,7,4,8,2,30,2,7,2,2.7085894059116185,-0.9453807298305245,3.056115149498727,-0.8971710893687007,1.768267223382046,-0.6071428571428571,1.517187914868451,-2.0532979312955772,12,14,13,16,6,17,12,16,49
1,2,1,2,0,6,2,4,2,5,2,5,0,2,4,4,37.52427184466019,-8.228,34.012780312998686,-15.874521614977146,8.818181818181818,-3.75,1.93023382051491,1.0,1,3,1,3,1,1,0,4,1.0970763553789384,-0.5838773772353109,1.2189995575128,-0.538673194893752,1.0,-0.15463917525773196,1.325658061674174,-0.5390623341886465,2,4,2,4,1,2,3,4,15
3,4,4,4,4,4,0,3,3,2,3,2,4,3,1,3,1.0185899684321291,-0.16856060606060605,1.0951934110157815,-0.37921277728879765,1.0061728395061729,-0.5,1.5766705152808265,5.434739032743709,2,1,2,2,2,3,0,4,7.785522788203753,-0.2386058981233244,5.309312176194487,-0.2556436785288892,2.0632911392405062,-0.11392405063291139,1.0,-0.2592308246327232,2,3,2,3,3,3,1,2,11
2,1,2,1,2,1,0,2,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.033888009951131,1.0,2,1,2,1,2,1,0,2,4.105633802816901,0.32831325301204817,3.971062400666551,0.2806541604104238,2.6857142857142855,0.42168674698795183,1.0,-0.02736348540978215,0,1,0,1,0,1,0,0,3
4,2,3,2,5,5,4,3,11,15,13,15,11,15,10,15,6.78207489257213,-2.284019975031211,4.491666919774727,-2.235481597116742,1.935275080906149,-3.2903225806451615,1.3713003964952615,-1.2766188708519721,1,2,3,2,4,2,2,8,6.777914110429448,-0.8250281848928974,4.522409879596144,-0.7623907939495148,2.4508196721311477,-0.3953488372093023,1.5672291858843042,-1.6527859014511557,12,15,14,15,12,14,9,15,49
8,9,8,6,13,4,0,2,11,12,11,14,9,10,11,16,3.1284444444444444,-44.86407766990291,2.3611208261719,-19.976257918640332,1.2720588235294117,-4.625,1.6209541317581821,-0.7402951778636016,3,1,3,1,9,4,6,3,7039.0,-1.0789166472098997,8177.656379965036,-1.1238920991953405,692.0,-0.6666666666666666,1.0,-14.422560429722441,11,12,11,13,8,11,12,15,39
9,4,9,5,25,4,2,4,14,16,15,16,11,17,15,15,3.122728404281802,-1.6824487998238273,2.2870830103826134,-1.381615594445187,1.1384615384615384,-0.5930232558139535,1.620642454545378,-1.1777798984764505,4,2,2,3,17,0,3,4,3.6296296296296298,-1.0577322442198533,2.4960170142671205,-1.190304856004879,1.9427207637231503,-0.7611940298507462,1.0558679119975145,-1.3492291530388063,15,16,16,16,12,17,14,15,49
3,2,3,3,5,5,3,5,9,9,9,9,7,9,11,13,27.929178470254957,-1.162987012987013,16.50959246919243,-1.2751298089574896,5.02542372881356,-1.4388888888888889,1.6937509481365605,-1.0827847708725082,3,7,3,6,5,4,3,3,120.23170731707317,-0.6077366813708857,76.6688038478319,-0.5766230497943874,22.807692307692307,-0.8222222222222222,1.9439580437644288,-0.4033246366240002,9,9,9,10,7,9,11,12,34
3,2,4,2,28,0,5,2,13,16,14,17,7,13,14,15,4.379971478371098,-1.9142857142857144,3.184445147811921,-1.592250897251615,1.0,-0.6747720364741642,1.7127425704811734,-1.10796105329378,7,3,8,3,28,6,7,4,22.04306220095694,-1.0510693527453303,17.82376910954872,-1.0804575816468345,6.59375,1.0,1.5143694385611357,-1.8852657355978588,13,17,14,18,8,14,13,14,49
6,6,9,7,34,3,7,3,14,16,14,18,7,13,13,15,2.684198113207547,-0.9415343369766962,2.1444044915199245,4.58475084621244,1.0358467243510507,-2.0,1.7805898231129251,-0.946102944870885,6,4,9,4,32,3,5,3,3.8557876905702995,-0.9214390231595944,3.188146160225429,-0.8251213399375654,1.8177874186550975,-0.5161290322580645,1.2609573342397722,-3.812977137884372,13,15,13,17,7,13,13,16,49
3,2,3,2,4,3,1,5,7,9,5,10,4,7,9,11,256.5,-3.8524590163934427,247.2674305432667,-12.296609193416488,108.0,-13.0,1.7178090746190475,-1.0735911584433966,1,4,1,3,1,5,4,2,171.0,-0.8103448275862069,142.2848378392139,-0.5856956060561589,36.0,-0.5064935064935064,1.8022729826839505,-0.926663148978713,7,9,5,10,4,6,10,11,29
7,3,7,3,21,4,12,3,11,13,12,13,9,11,8,11,2.452959028831563,-3.1559139784946235,2.2161875731822738,-3.1221773975319134,1.120092378752887,-8.166666666666666,1.047067241139605,-1.0145630192573611,3,3,4,4,13,6,15,5,5.964944649446495,-0.325207756232687,6.6842631683953195,-0.3853233591695397,12.125,-0.2752808988764045,1.3609887106833574,-0.0704158601918735,11,12,11,13,8,11,8,11,38
6,3,7,5,11,10,3,3,5,5,5,5,2,3,7,8,34.052083333333336,-79.0,27.66363542366749,-60.2861730506917,8.352941176470589,-86.0,1.5018264603833487,-1.213242992495996,1,2,1,3,1,3,3,3,13.564315352697095,-1.6469770674079223,11.380436666672578,-1.2313117756915637,4.531914893617022,-1.2740740740740741,1.308824943223776,-0.3102408190606414,5,5,5,5,2,2,7,8,22
6,3,6,3,6,5,2,4,5,6,4,6,5,6,5,6,1.0,-0.21211048158640228,1.0,-0.32353784031713245,1.0,-0.017064846416382253,1.6527634968906266,-11.695665331701061,2,0,2,0,3,0,0,4,15.68640350877193,-0.6056622851365016,10.478783060195186,-0.6173093060623873,12.4,-0.18181818181818182,1.1479981615418562,-0.14152638236508647,5,6,4,6,5,5,5,5,20
1,2,0,2,0,2,1,3,15,17,16,17,10,10,13,16,13.774193548387096,-5.389830508474576,13.758206961063635,-4.184522111971048,15.090909090909092,-6.5,1.1178446080957212,-1.0464041435615643,3,4,4,2,4,3,4,3,1.1236842105263158,-3.382978723404255,1.0,-5.848506472011935,1.0,13.0,1.3757032858017224,-1.1320118320927075,16,18,17,17,10,10,14,15,49
4,4,5,3,8,5,6,4,6,7,6,7,4,5,6,7,9.009615384615385,-18.2,9.220156307813847,-0.5664737781316317,4.888888888888889,-10.8,1.2040065150771921,-1.325387981804925,1,6,1,6,0,4,4,3,12.662162162162161,-0.36595174262734587,12.954483909145008,-0.3119587708843365,4.4,-0.4426229508196721,1.0710560708458945,-0.09115634069546442,5,8,5,8,3,6,6,7,22
5,3,6,5,10,3,4,7,11,12,10,12,9,10,9,12,145.4,-3.242857142857143,216.22442380719627,-7.498758386691762,67.5,-2.7333333333333334,2.566474928736527,1.0,0,4,0,5,0,4,3,1,4.226744186046512,-0.9934354485776805,3.0672781039683423,-1.135950670139871,2.288135593220339,-1.4137931034482758,1.4582424446822142,-1.0,10,13,9,12,8,11,10,12,33
2,1,2,1,2,2,0,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.1112867670396969,13.07167281948666,2,1,2,1,2,2,0,1,3.2868217054263567,0.23949579831932774,2.9576719555313,0.2387923344056593,1.4183673469387754,0.061224489795918366,1.0,-0.09302567359208587,0,1,0,1,0,0,0,0,3
3,2,3,3,3,4,8,6,8,14,7,14,6,10,9,14,3592.0,-2.440944881889764,3946.372495446266,-1.7154001662425893,402.0,-1.88,2.073927292187084,1.0,0,5,0,3,0,3,4,4,2.5935018050541516,-0.7982832618025751,2.663022282128192,-0.5952521847704162,2.4363636363636365,-0.31125827814569534,1.3932269971478908,-3.9883924879341257,7,14,6,14,5,11,9,14,41
5,5,6,5,7,2,5,3,4,4,4,4,2,2,4,6,1.4850615114235501,-2.5402843601895735,1.4249303920844223,-3.212296771498905,1.0,-0.35294117647058826,1.0960908935768339,-1.1207536984949742,7,2,7,3,6,2,4,5,338.0,-0.5114503816793893,514.7605770624909,-0.4508219877409647,329.0,-0.056074766355140186,1.58722820318964,-0.19323667294959143,4,4,4,4,1,2,3,5,16
18,4,19,13,31,1,9,4,12,16,15,17,10,16,9,15,2.198088618592528,-2.1070874288670463,1.9335348301000108,-3.122525726565978,1.0453972257250945,-0.6304347826086957,1.36691329492372,-1.5588839039849123,12,2,15,3,34,4,10,4,6.04643222942984,-0.6509509349528528,7.470209896160815,-0.9540878714435767,2.504531722054381,-0.4915254237288136,1.7986667599175876,-0.8365113670279438,11,16,14,17,10,18,10,14,49
2,3,0,2,2,3,2,6,4,5,5,7,2,6,6,8,1130.0,-1.6890243902439024,813.393629032258,-13.426327741836998,284.0,-39.0,1.0,1.0,0,3,0,3,0,2,5,1,1.4394904458598725,-1.4278350515463918,1.0,-4.436758099810589,1.0364963503649636,-7.8,5.397208727640336,-1.0,5,5,5,8,1,7,6,8,22
2,5,3,4,0,2,7,8,13,14,13,14,9,9,15,17,90.0,-1.631578947368421,83.36083682008369,-1.7599212486182205,14.0,6.0,1.209205020920502,1.0,0,4,0,5,0,2,6,2,1.0714285714285714,-1.9375,1.1542297204055139,-2.270080868144334,1.0,-2.0,1.4700200919701154,-4.902995135103455,12,12,12,14,6,7,14,18,48
5,4,3,4,6,3,9,2,15,15,16,16,7,14,15,18,5.266666666666667,-1.461310990635781,3.634090118897904,-1.257013364600901,1.0,-0.75,1.259258157198488,-1.1869280003860085,7,1,7,1,10,2,3,7,87.40425531914893,-0.992967180174146,64.78724386287892,-1.0127343182913031,33.375,-0.18243243243243243,1.6248730146617245,-1.6575379790144895,15,15,17,16,8,13,15,19,49
3,3,2,3,6,3,1,6,7,8,7,8,5,4,7,7,2.6496815286624202,-1.7901234567901234,2.410566061505298,-2.0392313031035902,1.318840579710145,-9.0,1.183570069069426,-1.5570701508895217,1,5,1,6,2,6,3,4,9.454545454545455,-0.5390334572490706,8.082052940949705,-0.3607772659381908,4.7894736842105265,-0.20930232558139536,1.0117541878170058,-0.10659266413576664,6,8,6,9,4,5,6,6,22
1,3,1,3,1,3,1,3,7,10,6,9,1,5,8,11,20.875,-6.413793103448276,19.880132417878595,-5.920518860811667,11.5,-3.3333333333333335,1.5248326185469137,-1.1550036450796224,0,4,1,3,2,4,6,4,1.9085714285714286,-0.6863468634686347,1.6089366543752162,-0.49831438538737255,1.2105263157894737,-0.23255813953488372,1.0144651485667417,-0.16994219326990728,6,9,7,8,4,4,9,10,28
4,1,4,2,6,2,4,7,9,11,9,11,7,10,10,10,6.89358372456964,-0.8624307781987759,4.3142168098317075,-0.9072257570051443,1.0,-1.5869565217391304,1.5891547382563704,-3.7693989661953387,5,3,8,3,10,2,4,7,1101.25,-0.8113517959967096,767.100169524259,-0.8258625745213976,269.0,-0.43843843843843844,1.738908018603397,-0.42107690490681726,9,11,9,11,7,10,9,10,31
0,2,0,1,0,3,2,4,3,3,3,3,0,3,4,4,2336.0,-95.0,4494.2771,-370.83546316111324,236.0,-80.0,1.0,1.0,0,4,1,4,0,1,1,1,1.0,-2.7696793002915454,1.0,-7.789953872619226,1.0,13.333333333333334,3.9794,-1.0,3,4,4,4,0,3,4,4,16
7,5,8,3,7,4,0,2,8,11,9,11,6,10,10,11,19.285714285714285,-2.211764705882353,23.767135163397906,-2.7939017844594036,11.875,-4.363636363636363,2.9485328333944594,-1.2941053570780459,2,6,2,6,2,5,3,3,405.0,-1.032967032967033,280.2266893418011,-0.49004545893097656,190.0,-0.48484848484848486,1.0,-0.2945061783668501,8,12,8,12,5,10,10,11,33
10,2,10,2,26,3,6,3,10,13,11,13,8,12,11,13,10.87149413564508,-1.9164520743919886,8.676762041852696,-1.2561809452478878,1.5681341719077568,-0.9386503067484663,1.4283468893913325,-1.0717397452950035,5,5,5,4,8,6,2,1,247.8953488372093,-1.1946847409257113,192.47510709500267,-1.331105135608534,124.66666666666667,-2.4285714285714284,1.4261537245974194,-2.0243380134773314,9,14,10,14,6,13,11,12,49
5,3,6,3,8,5,8,3,9,9,8,12,5,8,9,12,7803.0,-123.07407407407408,10577.53184492904,-88.09286708088257,520.0,-115.5,1.727244507675302,1.0,5,7,5,6,2,9,4,3,3.6668233082706765,-0.8708071278825996,5.136993891365196,-0.9256985651339904,2.0553359683794468,-1.8629032258064515,1.660076087488067,-1.0512123569645695,7,9,7,12,3,8,10,13,38
7,3,7,4,9,5,2,3,11,12,10,13,7,9,7,11,1629.0,-1.1198738170347002,5310.692333333334,-3.763588898137231,191.0,49.0,4.160529737206086,1.0,0,7,1,7,0,6,1,1,814.5,-0.7888888888888889,639.0981186569859,-0.6338940439673497,191.0,-0.4537037037037037,1.341339063204517,-1.4694835680751173,11,12,11,14,6,8,7,11,38
2,2,2,2,1,3,4,2,13,15,12,17,8,11,14,15,19.167664670658684,-6.432703003337041,10.903984930498407,-5.6250024599475195,35.0,-6.045454545454546,1.2461820406002946,-0.9891507681553146,4,3,5,2,7,1,6,8,320.1,-0.9612699468085106,191.89696092208558,-0.9381543878541172,1.1965811965811965,-0.5564853556485355,2.109475452757946,-1.369577228205123,13,14,12,16,7,10,14,16,49
3,3,3,3,4,3,0,2,2,2,2,2,1,2,1,2,1.0,-0.6050328227571116,1.0,-0.7254369488391291,1.0,-0.8314606741573034,1.84452013961787,-1.528829400779889,4,0,4,0,4,0,0,3,12.194594594594594,-0.9364944961896697,6.611255866862453,-0.9543178233429342,3.968,-0.8987854251012146,1.0,-0.28914890646059177,2,1,2,1,1,1,1,2,7
4,3,4,3,4,3,0,4,1,2,1,2,1,2,1,1,1.0,-0.5963777490297542,1.0,-0.7226420232273889,1.0,-0.7789855072463768,1.7111381310184028,1.0,2,0,3,0,3,0,0,3,12.298642533936652,-1.0509118541033435,7.187404868721487,-1.0770564456630278,3.432258064516129,-1.0,1.0,-0.3348143869237785,1,1,1,1,1,1,1,1,7
3,6,3,5,3,4,2,5,7,9,6,8,7,10,9,10,446.0,-1.8571428571428572,495.9175266524518,-5.097580476338189,165.0,-8.0,2.50019702929801,-1.0283538260935159,0,6,0,4,0,5,3,3,1.363914373088685,-0.3180428134556575,1.3763910134575856,-0.3588140536380164,1.3865546218487395,-0.33613445378151263,1.0417313132003256,-0.46166164448511393,6,9,5,8,6,9,9,10,31
0,2,0,3,0,2,7,3,7,8,5,8,6,8,9,10,1391.4,-11.258928571428571,1355.3995015492392,-12.302162684609103,466.0,-11.272727272727273,2.2087665575526447,1.0,1,6,1,5,0,3,2,5,1.0,-2.736842105263158,1.0,5.050588496724356,1.0,-15.5,1.8444041169471062,-1.7045912339316052,7,8,5,8,5,8,8,11,32
7,5,8,6,12,7,2,3,17,17,15,16,14,15,13,17,9.51039260969977,-1.0862862862862863,5.5145903469111115,-1.218732464845222,1.696236559139785,-1.015075376884422,2.370229882072123,-1.678254117153536,6,4,7,5,8,1,4,4,316.7692307692308,-1.1901732836148278,136.50064288575857,-0.7135946706621032,37.11764705882353,-0.6778523489932886,1.1855843336774454,-0.43845241305164895,16,18,15,17,14,15,14,16,47
12,4,12,4,32,3,3,4,15,17,15,17,8,14,14,17,3.960816062176166,-1.591193873999304,2.34397844873286,-1.3823028011608702,1.1136044880785414,-1.0246913580246915,1.9341127250209675,-1.1696186657920689,13,8,15,5,25,4,12,6,260.2340425531915,-1.1113407074267656,257.05211897948,-1.0142404163055745,79.4,-0.3333333333333333,1.768048800712,-0.550502198702285,15,17,15,17,8,14,14,17,49
4,4,6,4,31,3,3,1,14,16,15,18,11,17,11,17,3.2311053315994798,-1.6665304215812216,2.3654809989298995,-1.3518462503511415,1.0,-0.4857142857142857,1.4997150902790457,-0.8737019595044088,4,3,9,3,28,4,6,3,5.74156576393382,-0.8605240148340217,3.944677412306016,-0.8665681356758598,1.784518828451883,-0.4358974358974359,1.4718544386503192,-2.159931027632614,14,16,15,18,11,16,12,17,49
2,6,5,6,5,3,7,3,12,15,14,16,11,13,12,13,19.97008547008547,2.8919247115968427,2.959508127703501,2.8166762805859045,1.337228714524207,-0.28024502297090353,1.4471075316952013,-0.9627144971212397,5,3,5,2,4,2,6,2,79.88034188034187,-0.6192147685907436,56.53540967619444,-0.5966989606569278,32.04,-0.4765625,1.9048587161171016,-2.3999023073795622,12,15,14,16,11,13,12,12,49
1,2,1,2,1,1,7,6,7,9,8,11,7,10,9,13,637.0,-53.714285714285715,578.5615600000001,-36.27017157219878,158.0,-5.111111111111111,3.062671636639565,1.0,1,6,2,7,0,4,5,2,1.7694444444444444,-1.3574007220216606,1.5241102013845294,-1.6014661373421115,1.089655172413793,-3.5384615384615383,1.4289951344046228,-1.064,8,10,9,12,6,10,10,13,39
6,2,6,1,6,4,5,6,10,14,10,14,6,9,13,15,22495.0,-2.126354261845712,39672.399799599196,-1.2164686526310817,521.0,-155.0,1.052973445537339,-0.8558235488472169,3,4,4,4,4,3,6,4,303.9864864864865,-1.1532743362831859,232.77891335107563,-1.7356822117205686,19.296296296296298,-1.4691943127962086,2.8675639567423135,-0.8556321604810038,9,14,10,14,4,9,12,15,43
2,4,2,3,4,4,3,6,3,9,3,8,2,8,6,11,4306.0,-214.77777777777777,6705.135502958582,-331.25890974912556,448.0,-230.0,1.9283160691388006,-1.006273153002027,0,3,1,4,0,2,2,2,35.586776859504134,-0.46188769414575864,32.06938280537695,-0.45564080244686905,8.96,-0.5778894472361809,1.2959503908322227,-5.306165569171502,3,10,4,9,1,9,6,11,24
6,3,6,3,18,6,5,2,12,15,11,14,9,15,12,14,7.542780748663102,-4.069597069597069,7.088744246478897,-3.5565451303169056,2.16140350877193,-3.7941176470588234,1.2968953062242414,-0.8527170617303116,3,3,4,3,6,4,2,0,846.3,-0.970941664845969,796.4989286660085,-0.9651941106541287,205.33333333333334,-0.4690909090909091,1.464533214345658,-1.3320958267477985,12,16,11,15,8,16,13,14,49
7,3,8,3,10,3,5,4,9,12,8,11,6,13,6,11,283.73333333333335,-25.24742268041237,207.27601838908464,-65.73903258781156,89.16666666666667,-33.0,2.6930034556723745,-1.0996798651427002,0,4,0,4,1,3,7,2,33.25,-1.077430708315002,23.390231885925548,-1.2962986708035864,11.382978723404255,-0.8407643312101911,1.052013813344823,-0.23170274825185508,8,13,7,12,5,13,7,10,34
2,3,2,3,4,5,2,9,6,8,7,8,4,5,6,7,445.0,-13.11111111111111,2996.34046153846,-43.93189841425136,134.0,-25.0,6.907641025641026,-3.9846153846153847,0,7,0,6,0,4,0,4,31.785714285714285,-0.36990595611285265,31.503132324325357,-0.3827228670305295,22.333333333333332,-0.24509803921568626,4.443311891802738,-0.586512161311872,5,9,6,9,2,7,6,7,24
2,1,2,2,5,4,8,1,10,13,10,12,6,9,15,16,301.77272727272725,-1.0221226547185662,201.0148373632632,-0.7268246380380412,82.33333333333333,-0.33970276008492567,1.0546768902819406,-1.1677019023641115,3,3,3,4,3,3,5,8,2.5466052934407366,-1.6051011433597187,1.8918998001374132,-1.0134301303920068,41.166666666666664,-0.5423728813559322,1.7231665088339612,-1.581635784774095,9,13,9,12,6,8,15,16,49
6,6,6,7,7,7,1,6,7,7,7,8,5,7,6,7,5.430038510911425,-1.8000683526999317,3.751983303205431,-2.690552631212119,1.2468619246861925,6.7272727272727275,1.5244030257242076,-0.9031805519972396,2,2,3,2,7,4,3,2,92.96703296703296,-0.8219413233458177,70.87709176426169,-0.8477529799387059,9.770491803278688,-0.26618705035971224,1.5309071645369878,-0.33723487348582476,6,7,6,8,4,7,7,7,23
3,6,2,6,5,5,5,9,11,15,10,16,11,14,10,13,5.784853700516351,-1.2563925362819628,4.684292356160416,-0.858640627189612,1.0033613445378151,-0.34408602150537637,1.0705572851863816,-1.5372384712580511,6,2,6,1,3,1,4,5,11.01967213114754,-0.9380804953560371,9.794735141807386,-0.8764453823184578,7.280487804878049,-0.6095238095238096,1.5633245661663429,-1.0905411802427556,11,16,10,17,11,14,9,12,49
6,4,5,5,8,4,6,3,9,10,10,11,5,8,9,12,210.07692307692307,-169.71428571428572,129.67136782975354,-74.47107520833733,134.0,-216.5,1.0,-2.09819415871097,0,5,0,5,0,4,9,4,30.01098901098901,-1.7972768532526475,21.463802178023155,-1.3447499304507864,11.652173913043478,-1.6037037037037036,2.2005619633126394,-0.30179692954884696,8,11,9,12,4,8,10,12,34
5,7,5,7,7,3,2,3,12,12,12,13,11,12,11,13,4.276116648209672,-8.517274472168905,3.0952677358796583,-6.765314972746224,1.37782340862423,-2.0588235294117645,1.4190367675453879,-1.068140442456635,3,4,3,3,5,5,8,2,34.17109144542773,-1.023408671586716,26.875332355378138,-1.1272536456239828,7.894117647058824,-0.24361948955916474,1.6254374884638554,-0.3204936764358017,11,13,11,14,11,12,11,12,34
6,3,6,3,15,7,6,2,10,12,10,12,8,11,9,12,2.373300370828183,-2.15234375,1.9377311128440606,-1.8398684026528194,1.1418685121107266,-1.9166666666666667,1.0,-1.1345737361577568,1,4,2,4,12,5,12,2,76.8,-0.6646562123039808,69.29704437450917,-0.5678541715291221,17.36842105263158,-0.17829457364341086,1.2951777656490837,-0.10024343537548684,9,12,9,12,8,11,10,12,34
7,4,6,3,8,4,3,5,5,6,5,6,5,6,7,7,12.615384615384615,-1.9447907390917185,9.859586933349076,-1.9386534362121248,3.8260869565217392,-2.3559322033898304,1.7345826779931015,-1.0219479324134029,5,3,5,5,6,3,3,3,590.4,-1.255894192064405,578.2674713560965,-0.8880609561266649,70.4,-0.6747572815533981,1.8835524186017705,-0.47148275142515866,5,6,5,7,5,7,6,6,20
0,0,0,0,1,3,3,5,8,11,10,12,6,10,13,17,6382.0,-1.652355396541443,27168.62091212458,-2.2764505608362144,411.0,-28.0,1.0504766240395094,1.0,1,6,1,8,1,4,1,3,1.0,1.0,1.0,1.0,1.0647668393782384,-3.36,4.840171619259494,-0.9519488364763357,9,12,10,13,7,11,12,17,45
6,4,6,3,6,3,3,3,7,9,7,8,5,8,10,11,5.440556492411467,-3.055654655726008,4.123675902139711,-2.510792586576735,1.851963746223565,-0.6123595505617978,1.340170958283801,-1.0113731715898673,2,4,2,4,2,5,3,3,58.130630630630634,-0.9642012833502195,44.556274153026806,-0.8675049782615197,6.663043478260869,-0.529126213592233,1.0272213458106414,-0.23028629475417636,6,10,6,9,4,9,10,10,28
5,6,4,5,8,5,3,6,17,16,17,16,14,16,13,17,26.224770642201836,-0.7800627396305333,18.821752849755118,-0.7592093705548226,6.288659793814433,-1.5178571428571428,2.211820216912847,-154.38309555140555,1,6,1,6,1,4,2,1,6.781731909845789,-0.7565922920892495,4.2453763191010045,-0.6260695391625947,2.850467289719626,-0.6666666666666666,1.203105189279885,-1.3695022904594416,16,17,16,17,13,17,14,16,49
1,2,1,2,12,6,4,3,13,15,14,17,11,16,12,17,22.53030303030303,-1.232490068994355,17.133185308626306,-0.9945448110675553,1.125,-0.7988505747126436,1.4132332480059118,-1.4276886839481253,4,3,4,2,8,3,9,1,2.4777433944298974,-0.9495811855670103,1.9566686575104442,-0.8288256654120169,6.1875,-0.47278911564625853,2.0484040933115777,-0.8431037095984435,12,15,13,17,10,16,13,17,49
0,0,0,0,0,0,3,4,3,4,2,5,4,3,6,6,158.5,-1.1789473684210525,156.17745260723083,-1.3308411214953257,101.0,-7.75,1.9519611396094374,1.0,0,2,0,3,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.2139716372933682,-2.2873268595652387,3,4,2,6,5,6,6,6,18
4,3,4,3,5,4,1,4,3,3,3,3,3,3,4,4,4.709604519774011,-3.839766081871345,3.4175178083796163,-4.648721139350566,1.3454038997214484,-1.305263157894737,1.5722499385013864,-1.21007352894262,6,2,6,2,6,2,0,2,49.61904761904762,-0.922191011235955,33.0726969082273,-0.8983991494403973,10.0625,-0.4381625441696113,1.0367941110306627,-0.30493959618496513,3,4,3,4,3,4,3,3,11
